Student_ID,Roll_Number,Full_Name,Gender,Branch,Section,CGPA,SGPA,Backlogs,Sem_Status,Skills,Certifications_Count,Internship_Count,Eligible_For_Placements,Placement_Status
STU0188,22311A05188,Anjali Tiwari,Female,CSE,B,9.7,9.22,0,PASS,"Git, C++, Java, Web Development, SQL, Node.js",2,3,Yes,Placed
STU0189,22311A05189,Praveen Mandal,Male,CSE,C,9.64,9.47,0,PASS,"MongoDB, DSA, Python, Node.js, SQL",5,1,Yes,Placed
STU0190,22311A05190,Zuber Varma,Male,CSE,D,8.71,9.09,0,PASS,"Docker, React, Git",6,3,Yes,Placed
STU0191,22311A05191,Pooja Murthy,Female,CSE,E,8.9,8.77,0,PASS,"Web Development, Git, SQL, MongoDB, C++",5,2,Yes,Placed
STU0192,22311A05192,Deepak Sen,Male,CSE,F,5.66,6.14,2,FAIL,"DSA, Git",0,1,No,Not Placed
STU0193,22311A05193,Ananya Bose,Female,CSE,A,7.94,7.39,0,PASS,"DSA, React, MongoDB, AWS, Node.js",3,2,Yes,Placed
STU0194,22311A05194,Mahesh Ghosh,Male,CSE,B,5.72,5.84,0,PASS,"SQL, Docker, Web Development, C++, React",0,0,No,Not Placed
STU0195,22311A05195,Manasa Balakrishna,Female,CSE,C,7.96,8.76,0,PASS,"DSA, Java, Python, AWS, C++, SQL",3,1,Yes,Placed
STU0196,22311A05196,Akash Bhargav,Male,CSE,D,4.99,5.58,4,FAIL,"DSA, Git",2,0,No,Not Placed
STU0197,22311A05197,Nikhil Bhuvanesh,Male,CSE,E,9.7,9.62,0,PASS,"C++, SQL",6,1,Yes,Placed
STU0198,22311A05198,Pavan Singh,Male,CSE,F,6.16,5.74,0,PASS,"AWS, React, Node.js, Docker",0,0,Yes,Not Placed
STU0199,22311A05199,Kousalya Raju,Female,CSE,A,5.97,5.94,1,FAIL,"Docker, Web Development, MongoDB",0,0,No,Not Placed
STU0200,22311A05200,Bhargavi Balakrishna,Female,CSE,B,7.75,7.61,0,PASS,"React, AWS, Git",1,1,Yes,Placed
STU0201,22311A05201,Ishitha Naidu,Female,CSE,C,9.09,8.63,0,PASS,"SQL, Python, Node.js",3,1,Yes,Placed
STU0202,22311A05202,Priyanka Thakur,Female,CSE,D,7.38,8.06,0,PASS,"DSA, Node.js",4,2,Yes,Placed
STU0203,22311A05203,Radhika Bhargav,Female,CSE,E,7.89,7.9,0,PASS,"Python, AWS, Node.js, Java, React",2,2,Yes,Placed
STU0204,22311A05204,Sahithi Patil,Female,CSE,F,4.93,4.67,2,FAIL,"Git, Docker, Python, SQL, Web Development",0,0,No,Not Placed
STU0205,22311A05205,Pranav Ramaiah,Male,CSE,A,9.78,9.68,0,PASS,"Docker, React, C++, Git, Node.js, DSA",4,1,Yes,Placed
STU0206,22311A05206,Varsha Das,Female,CSE,B,5.22,5.01,4,FAIL,"Git, React, C++, DSA, Java",0,0,No,Not Placed
STU0207,22311A05207,Namratha Varma,Female,CSE,C,9.39,10.0,0,PASS,"Java, DSA, C++",4,3,Yes,Placed
STU0208,22311A05208,Xitij Naidu,Male,CSE,D,8.95,9.52,0,PASS,"Git, Web Development, Java, Docker, Python",2,1,Yes,Placed
STU0209,22311A05209,Kavya Sharma,Female,CSE,E,6.42,6.1,0,PASS,"React, Python, Node.js",0,1,Yes,Not Placed
STU0210,22311A05210,Deepthi Das,Female,CSE,F,7.91,7.86,0,PASS,"React, Java, Node.js, AWS",4,1,Yes,Placed
STU0211,22311A05211,Trisha Waghmare,Female,CSE,A,6.96,7.32,0,PASS,"MongoDB, C++",0,1,Yes,Placed
STU0212,22311A05212,Ashwin Devi,Male,CSE,B,8.57,9.28,0,PASS,"React, SQL, DSA",4,2,Yes,Placed
STU0213,22311A05213,Tanuja Nair,Female,CSE,C,9.01,8.7,0,PASS,"React, Web Development",2,3,Yes,Placed
STU0214,22311A05214,Pratyusha Chopra,Female,CSE,D,9.38,9.54,0,PASS,"Docker, C++",3,1,Yes,Placed
STU0215,22311A05215,Ashwin Raghunath,Male,CSE,E,4.39,3.94,2,FAIL,"Java, SQL, Git, Node.js, React",1,0,No,Not Placed
STU0216,22311A05216,Arjun Agarwal,Male,CSE,F,6.39,6.01,0,PASS,"DSA, AWS, Git",1,1,Yes,Placed
STU0217,22311A05217,Manasa Balakrishna,Female,CSE,A,6.07,6.65,0,PASS,"Python, AWS, SQL, Web Development",1,0,Yes,Not Placed
STU0218,22311A05218,Karthik Naidu,Male,CSE,B,9.12,9.62,0,PASS,"Docker, Node.js, Web Development, SQL, AWS",3,2,Yes,Placed
STU0219,22311A05219,Ajay Devi,Male,CSE,C,8.27,7.76,0,PASS,"SQL, Node.js",3,2,Yes,Placed
STU0220,22311A05220,Xitij Mohan,Male,CSE,D,9.54,10.0,0,PASS,"C++, DSA, Docker, Web Development, SQL",5,3,Yes,Placed
STU0221,22311A05221,Uma Biswas,Female,CSE,E,8.76,8.4,0,PASS,"DSA, MongoDB, Java",2,2,Yes,Placed
STU0222,22311A05222,Bhargavi Agarwal,Female,CSE,F,7.39,7.24,0,PASS,"SQL, AWS",4,1,Yes,Placed
STU0223,22311A05223,Omkar Malhotra,Male,CSE,A,6.2,6.42,2,FAIL,"AWS, Java",0,0,Yes,Not Placed
STU0224,22311A05224,Karthik Raju,Male,CSE,B,5.79,5.94,0,PASS,"Web Development, AWS, Docker, C++, Python",0,0,No,Not Placed
STU0225,22311A05225,Shiva Rao,Male,CSE,C,8.48,8.26,0,PASS,"Web Development, MongoDB, Node.js, Docker",1,2,Yes,Placed
STU0226,22311A05226,Mounika Chopra,Female,CSE,D,9.09,9.11,0,PASS,"MongoDB, Docker, Git, React, Python",6,1,Yes,Placed
STU0227,22311A05227,Deepika Ghosh,Female,CSE,E,9.17,9.8,0,PASS,"Python, DSA, MongoDB",5,1,Yes,Placed
STU0228,22311A05228,Sai Bhuvanesh,Male,CSE,F,7.88,8.23,0,PASS,"C++, Docker, Java, Node.js, React",3,0,Yes,Placed
STU0229,22311A05229,Harish Chandrasekhar,Male,CSE,A,4.07,4.67,4,FAIL,"DSA, Node.js, MongoDB",1,0,No,Not Placed
STU0230,22311A05230,Akhil Kumar,Male,CSE,B,5.67,6.19,0,PASS,"Web Development, Node.js, MongoDB, AWS, Git, Docker",0,0,No,Not Placed
STU0231,22311A05231,Omkar Tiwari,Male,CSE,C,6.5,7.25,1,FAIL,"Node.js, C++, MongoDB, Web Development, Git, React",0,0,Yes,Not Placed
STU0232,22311A05232,Surya Bhuvanesh,Male,CSE,D,9.15,9.62,0,PASS,"C++, AWS",4,3,Yes,Placed
STU0233,22311A05233,Alekhya Sen,Female,CSE,E,7.08,6.53,0,PASS,"DSA, React, MongoDB, Git, Docker, Node.js",3,1,Yes,Placed
STU0234,22311A05234,Teja Devi,Male,CSE,F,9.56,10.0,0,PASS,"Node.js, SQL, DSA, React",3,3,Yes,Placed
STU0235,22311A05235,Revanth Bhargav,Male,CSE,A,8.05,8.34,0,PASS,"SQL, Docker, DSA, Git, MongoDB, AWS",4,1,Yes,Placed
STU0236,22311A05236,Praveen Babu,Male,CSE,B,9.99,9.59,0,PASS,"SQL, Docker, React",3,2,Yes,Placed
STU0237,22311A05237,Aditya Bansal,Male,CSE,C,7.65,7.74,0,PASS,"Java, C++",4,1,Yes,Placed
STU0238,22311A05238,Eshwar Mishra,Male,CSE,D,4.8,5.22,6,FAIL,"Git, DSA, Python, C++",1,0,No,Not Placed
STU0239,22311A05239,Dileep Jagadeesh,Male,CSE,E,8.82,8.64,0,PASS,"Docker, Git, C++, Node.js",4,2,Yes,Placed
STU0240,22311A05240,Naveen Jangam,Male,CSE,F,8.91,9.45,0,PASS,"DSA, MongoDB",3,1,Yes,Placed
STU0241,22311A05241,Xitij Ghosh,Male,CSE,A,8.88,8.64,0,PASS,"C++, Python, MongoDB, Node.js, SQL, React",2,1,Yes,Placed
STU0242,22311A05242,Revanth Chopra,Male,CSE,B,8.7,8.98,0,PASS,"AWS, Node.js, SQL, Git",4,3,Yes,Placed
STU0243,22311A05243,Naveen Mehta,Male,CSE,C,6.22,5.78,0,PASS,"Docker, DSA",1,1,Yes,Not Placed
STU0244,22311A05244,Sai Waghmare,Male,CSE,D,7.24,6.93,2,FAIL,"DSA, Python, Node.js, SQL",1,2,Yes,Placed
STU0245,22311A05245,Praveen Nair,Male,CSE,E,6.22,6.89,1,FAIL,"Web Development, MongoDB, Docker, Python, SQL",1,1,Yes,Not Placed
STU0246,22311A05246,Harsha Saidulu,Male,CSE,F,6.35,7.0,0,PASS,"Node.js, MongoDB, Java",0,1,Yes,Not Placed
STU0247,22311A05247,Vikram Nair,Male,CSE,A,7.1,7.14,1,FAIL,"AWS, Node.js, Java, SQL, C++",1,2,Yes,Placed
STU0248,22311A05248,Krishna Mehta,Male,CSE,B,9.61,10.0,0,PASS,"Python, Node.js, Java, Docker, Git, MongoDB",5,2,Yes,Placed
STU0249,22311A05249,Lasya Saidulu,Female,CSE,C,5.3,5.43,4,FAIL,"DSA, Node.js, React, Git, SQL, MongoDB",1,0,No,Not Placed
STU0250,22311A05250,Bhargavi Mishra,Female,CSE,D,9.01,9.72,0,PASS,"Docker, MongoDB, Java, SQL, Node.js, C++",3,2,Yes,Placed
STU0251,22311A05251,Charan Ghosh,Male,CSE,E,6.85,6.89,1,FAIL,"SQL, Docker, Node.js, React, MongoDB",2,1,Yes,Placed
STU0252,22311A05252,Priyanka Joshi,Female,CSE,F,4.82,5.38,4,FAIL,"Node.js, Web Development, Git, C++, DSA, React",1,1,No,Not Placed
STU0253,22311A05253,Anjali Das,Female,CSE,A,9.72,9.63,0,PASS,"SQL, MongoDB, DSA, Python, React",4,3,Yes,Placed
STU0254,22311A05254,Vivek Paul,Male,CSE,B,6.75,6.35,0,PASS,"SQL, Web Development, C++, DSA, Git",0,1,Yes,Not Placed
STU0255,22311A05255,Namratha Srinivas,Female,CSE,C,5.91,6.61,2,FAIL,"SQL, Docker, Node.js, Git, Java, DSA",0,1,No,Not Placed
STU0256,22311A05256,Shashank Chatterjee,Male,CSE,D,9.17,9.71,0,PASS,"AWS, Node.js",6,3,Yes,Placed
STU0257,22311A05257,Madhav Mishra,Male,CSE,E,8.4,8.28,0,PASS,"Java, AWS, C++",3,2,Yes,Placed
STU0258,22311A05258,Prudhvi Paul,Male,CSE,F,9.35,9.69,0,PASS,"Git, MongoDB, React",2,2,Yes,Placed
STU0259,22311A05259,Waseem Mehta,Male,CSE,A,9.42,8.84,0,PASS,"Python, AWS",3,1,Yes,Placed
STU0260,22311A05260,Sai Natarajan,Male,CSE,B,5.79,5.54,2,FAIL,"DSA, Git, Python, React",1,0,No,Not Placed
STU0261,22311A05261,Teja Das,Male,CSE,C,7.68,8.2,0,PASS,"AWS, MongoDB",4,2,Yes,Placed
STU0262,22311A05262,Prudhvi Paul,Male,CSE,D,7.8,8.4,0,PASS,"Node.js, MongoDB, React",2,1,Yes,Placed
STU0263,22311A05263,Vivek Bansal,Male,CSE,E,6.76,6.88,0,PASS,"Web Development, Git, MongoDB, Java, Node.js",1,0,Yes,Placed
STU0264,22311A05264,Deepika Patil,Female,CSE,F,5.39,5.63,4,FAIL,"Node.js, Web Development, Docker, Git, React, Python",1,0,No,Not Placed
STU0265,22311A05265,Ishitha Biswas,Female,CSE,A,7.31,6.84,0,PASS,"Node.js, React, MongoDB",3,0,Yes,Placed
STU0266,22311A05266,Pranav Bose,Male,CSE,B,8.67,8.69,0,PASS,"C++, DSA, Python, React, AWS, Docker",2,2,Yes,Placed
STU0267,22311A05267,Harika Chandrasekhar,Female,CSE,C,4.78,5.26,3,FAIL,"Docker, MongoDB, Python, Web Development, DSA, Java",1,1,No,Not Placed
STU0268,22311A05268,Kousalya Mandal,Female,CSE,D,7.44,7.14,0,PASS,"DSA, Git",4,1,Yes,Placed
STU0269,22311A05269,Praveen Naidu,Male,CSE,E,6.58,7.09,0,PASS,"DSA, Web Development, AWS, C++, Docker, React",0,0,Yes,Not Placed
STU0270,22311A05270,Mahesh Mandal,Male,CSE,F,5.08,4.57,4,FAIL,"MongoDB, SQL",0,0,No,Not Placed
STU0271,22311A05271,Bhargavi Balakrishna,Female,CSE,A,9.82,9.26,0,PASS,"Git, DSA, Java",5,3,Yes,Placed
STU0272,22311A05272,Yamini Yadav,Female,CSE,B,9.65,10.0,0,PASS,"Git, MongoDB",3,1,Yes,Placed
STU0273,22311A05273,Uma Tiwari,Female,CSE,C,7.62,8.28,0,PASS,"Node.js, Git, Java, C++, MongoDB",2,1,Yes,Placed
STU0274,22311A05274,Deepthi Devi,Female,CSE,D,7.63,8.42,0,PASS,"SQL, Web Development, MongoDB, Node.js, C++, Docker",4,2,Yes,Placed
STU0275,22311A05275,Ankita Sekhar,Female,CSE,E,9.45,9.71,0,PASS,"MongoDB, C++, Java, React",4,2,Yes,Placed
STU0276,22311A05276,Nandini Ramaiah,Female,CSE,F,9.36,9.71,0,PASS,"Docker, MongoDB, Node.js, React",4,2,Yes,Placed
STU0277,22311A05277,Rajesh Patel,Male,CSE,A,7.31,7.08,1,FAIL,"MongoDB, SQL",1,2,Yes,Placed
STU0278,22311A05278,Waseem Shukla,Male,CSE,B,6.89,7.54,0,PASS,"React, AWS, DSA",2,0,Yes,Not Placed
STU0279,22311A05279,Naveen Kapoor,Male,CSE,C,5.86,5.27,0,PASS,"Node.js, Java, Git, MongoDB, Docker, SQL",0,1,No,Not Placed
STU0280,22311A05280,Nikhil Chatterjee,Male,CSE,D,6.26,5.98,0,PASS,"Python, Node.js, DSA",1,1,Yes,Not Placed
STU0281,22311A05281,Balaji Goud,Male,CSE,E,4.97,4.51,6,FAIL,"MongoDB, Web Development, C++, Git",1,0,No,Not Placed
STU0282,22311A05282,Vaishnavi Singh,Female,CSE,F,9.35,9.96,0,PASS,"Docker, C++, Python, Git, Java",5,1,Yes,Placed
STU0283,22311A05283,Sravani Bhuvanesh,Female,CSE,A,7.58,7.15,0,PASS,"MongoDB, SQL, Docker, C++",4,0,Yes,Placed
STU0284,22311A05284,Padmaja Joshi,Female,CSE,B,4.06,4.26,1,FAIL,"Python, C++, Java, MongoDB, Node.js, Docker",2,0,No,Not Placed
STU0285,22311A05285,Umesh Sharma,Male,CSE,C,9.22,9.47,0,PASS,"Docker, Java, DSA, AWS, Node.js",6,1,Yes,Placed
STU0286,22311A05286,Naresh Subramaniam,Male,CSE,D,9.07,9.0,0,PASS,"SQL, Python, DSA",6,3,Yes,Placed
STU0287,22311A05287,Praveen Iyer,Male,CSE,E,9.53,9.98,0,PASS,"Docker, Node.js",3,3,Yes,Placed
STU0288,22311A05288,Aditya Agarwal,Male,CSE,F,7.29,7.01,1,FAIL,"React, C++, Node.js, SQL, AWS",2,0,Yes,Placed
STU0289,22311A05289,Girish Chandrasekhar,Male,CSE,A,6.51,6.95,0,PASS,"SQL, Git, Python, AWS, DSA, React",1,0,Yes,Not Placed
STU0290,22311A05290,Rekha Venkatarao,Female,CSE,B,9.99,9.95,0,PASS,"AWS, Git, Node.js",5,1,Yes,Placed
STU0291,22311A05291,Trisha Chatterjee,Female,CSE,C,7.56,7.99,0,PASS,"MongoDB, DSA",4,1,Yes,Placed
STU0292,22311A05292,Karthik Anjaiah,Male,CSE,D,9.68,9.15,0,PASS,"Node.js, Python, SQL, Java, Docker",6,2,Yes,Placed
STU0293,22311A05293,Lasya Das,Female,CSE,E,9.4,9.72,0,PASS,"MongoDB, C++, Python, Java",5,2,Yes,Placed
STU0294,22311A05294,Radhika Biswas,Female,CSE,F,6.1,6.22,0,PASS,"Node.js, Python, React",0,0,Yes,Not Placed
STU0295,22311A05295,Madhuri Shukla,Female,CSE,A,9.74,9.24,0,PASS,"Git, Web Development",6,3,Yes,Placed
STU0296,22311A05296,Namratha Bhuvanesh,Female,CSE,B,9.0,8.65,0,PASS,"SQL, Git, MongoDB, Node.js, Web Development, Java",2,3,Yes,Placed
STU0297,22311A05297,Qasim Venkatarao,Male,CSE,C,9.76,10.0,0,PASS,"Node.js, Docker, C++, Python, MongoDB",2,2,Yes,Placed
STU0298,22311A05298,Yamini Das,Female,CSE,D,7.93,8.05,0,PASS,"DSA, Web Development, SQL, AWS",3,0,Yes,Placed
STU0299,22311A05299,Dhanush Saidulu,Male,CSE,E,7.92,8.28,1,FAIL,"MongoDB, DSA, Node.js, C++, Web Development",2,0,Yes,Placed
STU0300,22311A05300,Nitin Patil,Male,CSE,F,5.58,6.32,0,PASS,"Git, Python",1,0,No,Not Placed
STU0301,22311A05301,Usha Bhuvanesh,Female,CSE,A,9.22,9.43,0,PASS,"Git, AWS",5,3,Yes,Placed
STU0302,22311A05302,Pavani Tiwari,Female,CSE,B,8.52,8.36,0,PASS,"Python, Node.js",3,2,Yes,Placed
STU0303,22311A05303,Surya Kadam,Male,CSE,C,8.47,8.73,0,PASS,"AWS, DSA, MongoDB, React, Git",4,0,Yes,Placed
STU0304,22311A05304,Divya Mohan,Female,CSE,D,9.86,9.53,0,PASS,"Docker, Python, Java",5,2,Yes,Placed
STU0305,22311A05305,Usha Biswas,Female,CSE,E,9.86,9.33,0,PASS,"MongoDB, Java",2,1,Yes,Placed
STU0306,22311A05306,Dhanush Iyer,Male,CSE,F,7.34,8.04,0,PASS,"AWS, SQL",3,2,Yes,Placed
STU0307,22311A05307,Sai Mandal,Male,CSE,A,7.51,7.59,0,PASS,"AWS, C++",3,1,Yes,Placed
STU0308,22311A05308,Rahul Jangam,Male,CSE,B,7.86,7.37,0,PASS,"React, Node.js, Web Development, C++",4,0,Yes,Placed
STU0309,22311A05309,Harsha Biswas,Male,CSE,C,6.53,6.95,0,PASS,"DSA, Java",0,0,Yes,Not Placed
STU0310,22311A05310,Dhanush Paul,Male,CSE,D,9.1,9.37,0,PASS,"Node.js, AWS",4,1,Yes,Placed
STU0311,22311A05311,Manasa Chopra,Female,CSE,E,6.34,5.78,1,FAIL,"Docker, MongoDB, Git, Web Development",1,0,Yes,Placed
STU0312,22311A05312,Roshan Nayak,Male,CSE,F,9.43,9.73,0,PASS,"Web Development, React, Docker, Git, DSA, AWS",2,2,Yes,Placed
STU0313,22311A05313,Ranjitha Subramaniam,Female,CSE,A,6.02,6.48,0,PASS,"Docker, Git, Python, MongoDB",2,0,Yes,Not Placed
STU0314,22311A05314,Rekha Raghunath,Female,CSE,B,8.88,8.89,0,PASS,"Java, Node.js, AWS",5,1,Yes,Placed
STU0315,22311A05315,Rekha Sekhar,Female,CSE,C,9.27,9.58,0,PASS,"Web Development, AWS, DSA, SQL, Java, Git",4,1,Yes,Placed
STU0316,22311A05316,Anand Natarajan,Male,CSE,D,6.73,7.49,0,PASS,"Web Development, MongoDB",0,0,Yes,Not Placed
STU0317,22311A05317,Bhavana Patil,Female,CSE,E,4.33,4.32,4,FAIL,"React, Docker, Python, MongoDB, SQL",1,1,No,Not Placed
STU0318,22311A05318,Kousalya Tiwari,Female,CSE,F,7.76,8.3,0,PASS,"MongoDB, DSA",4,1,Yes,Placed
STU0319,22311A05319,Ashwin Venkatesh,Male,CSE,A,9.47,9.82,0,PASS,"React, Java, Python, Git",6,1,Yes,Placed
STU0320,22311A05320,Yamini Balakrishna,Female,CSE,B,8.11,8.4,0,PASS,"Web Development, C++, SQL",4,1,Yes,Placed
STU0321,22311A05321,Ananya Bose,Female,CSE,C,6.27,6.02,0,PASS,"React, Node.js, Python, C++, MongoDB, Docker",0,0,Yes,Not Placed
STU0322,22311A05322,Shreya Mohan,Female,CSE,D,9.89,10.0,0,PASS,"MongoDB, AWS",4,3,Yes,Placed
STU0323,22311A05323,Usha Goud,Female,CSE,E,7.55,7.22,0,PASS,"React, Docker, Web Development, Git",2,0,Yes,Not Placed
STU0324,22311A05324,Manasa Subramaniam,Female,CSE,F,9.73,10.0,0,PASS,"React, C++, DSA, MongoDB, SQL, Git",6,2,Yes,Placed
STU0325,22311A05325,Bhargavi Sen,Female,CSE,A,5.78,5.75,0,PASS,"Git, Node.js",0,1,No,Not Placed
STU0326,22311A05326,Sameera Rao,Female,CSE,B,7.36,7.93,0,PASS,"C++, MongoDB, Web Development, Python, React, SQL",1,0,Yes,Placed
STU0327,22311A05327,Goutham Patel,Male,CSE,C,7.62,8.27,0,PASS,"C++, Web Development",1,1,Yes,Placed
STU0328,22311A05328,Ganesh Anjaiah,Male,CSE,D,6.23,6.37,0,PASS,"Node.js, DSA, C++, Java, AWS, React",0,0,Yes,Not Placed
STU0329,22311A05329,Sai Shah,Female,CSE,E,5.68,5.64,0,PASS,"Git, C++, Docker",2,1,No,Not Placed
STU0330,22311A05330,Surya Thakur,Male,CSE,F,9.24,9.4,0,PASS,"Git, Web Development, React, Docker, MongoDB",5,1,Yes,Placed
STU0331,22311A05331,Vineeth Sharma,Male,CSE,A,6.95,6.66,1,FAIL,"MongoDB, Web Development",2,0,Yes,Placed
STU0332,22311A05332,Vamshi Patil,Male,CSE,B,6.9,7.55,0,PASS,"Web Development, SQL, C++, AWS",1,0,Yes,Not Placed
STU0333,22311A05333,Nandini Chatterjee,Female,CSE,C,9.91,10.0,0,PASS,"Python, C++, AWS, SQL",2,2,Yes,Placed
STU0334,22311A05334,Namratha Agarwal,Female,CSE,D,8.65,8.89,0,PASS,"Node.js, MongoDB",5,1,Yes,Placed
STU0335,22311A05335,Ananya Saidulu,Female,CSE,E,6.0,5.71,0,PASS,"Docker, C++, Node.js, Git, SQL",0,0,Yes,Not Placed
STU0336,22311A05336,Manoj Jangam,Male,CSE,F,7.1,6.62,0,PASS,"Java, Docker, Git",2,1,Yes,Placed
STU0337,22311A05337,Sai Das,Male,CSE,A,6.28,6.13,3,FAIL,"SQL, Node.js",0,0,No,Not Placed
STU0338,22311A05338,Pavani Naidu,Female,CSE,B,5.85,6.4,2,FAIL,"Java, Docker, Python, DSA, Git, React",0,1,No,Not Placed
STU0339,22311A05339,Lokesh Chowdary,Male,CSE,C,7.75,7.55,0,PASS,"Web Development, Docker",4,0,Yes,Placed
STU0340,22311A05340,Tejaswini Anjaiah,Female,CSE,D,7.22,7.64,0,PASS,"AWS, C++",1,0,Yes,Not Placed
STU0341,22311A05341,Jhansi Natarajan,Female,CSE,E,7.08,6.86,1,FAIL,"SQL, Python, Web Development, AWS",2,2,Yes,Placed
STU0342,22311A05342,Karthik Saidulu,Male,CSE,F,6.8,7.55,0,PASS,"Python, DSA",2,0,Yes,Placed
STU0343,22311A05343,Pradeep Sharma,Male,CSE,A,8.98,9.08,0,PASS,"Node.js, Web Development",5,1,Yes,Placed
STU0344,22311A05344,Vignesh Das,Male,CSE,B,8.38,9.12,0,PASS,"AWS, DSA, C++",2,1,Yes,Placed
STU0345,22311A05345,Varsha Bhargav,Female,CSE,C,6.15,6.36,1,FAIL,"Java, Web Development, Git",2,0,Yes,Not Placed
STU0346,22311A05346,Nikhil Shetty,Male,CSE,D,8.32,8.95,0,PASS,"AWS, MongoDB, Web Development, Docker",3,0,Yes,Placed
STU0347,22311A05347,Divya Devi,Female,CSE,E,5.48,5.74,3,FAIL,"DSA, C++, MongoDB, Node.js, Python, Java",0,1,No,Not Placed
STU0348,22311A05348,Radhika Bose,Female,CSE,F,9.14,8.81,0,PASS,"AWS, Python",4,2,Yes,Placed
STU0349,22311A05349,Ankita Venkatesh,Female,CSE,A,6.43,7.21,2,FAIL,"MongoDB, React, Docker, DSA, AWS",0,0,Yes,Not Placed
STU0350,22311A05350,Suraj Saidulu,Male,CSE,B,9.64,10.0,0,PASS,"Git, SQL",5,2,Yes,Placed
STU0351,22311A05351,Bharath Ramaiah,Male,CSE,C,9.52,9.8,0,PASS,"DSA, Web Development",5,2,Yes,Placed
STU0352,22311A05352,Vineeth Kapoor,Male,CSE,D,9.9,9.95,0,PASS,"SQL, Git, MongoDB, Java, Node.js",5,2,Yes,Placed
STU0353,22311A05353,Alekhya Nayak,Female,CSE,E,9.09,8.94,0,PASS,"MongoDB, SQL, Node.js",2,3,Yes,Placed
STU0354,22311A05354,Harsha Patel,Male,CSE,F,9.95,9.88,0,PASS,"Python, Java, React, Node.js, Git",3,1,Yes,Placed
STU0355,22311A05355,Charan Mehta,Male,CSE,A,9.18,9.84,0,PASS,"Python, C++, Web Development",2,2,Yes,Placed
STU0356,22311A05356,Kalyan Dey,Male,CSE,B,8.66,8.7,0,PASS,"SQL, C++, Node.js, Python, DSA",6,2,Yes,Placed
STU0357,22311A05357,Teja Lakshmi,Male,CSE,C,4.22,4.53,1,FAIL,"Node.js, C++",1,0,No,Not Placed
STU0358,22311A05358,Charan Raju,Male,CSE,D,6.17,6.43,1,FAIL,"C++, Git, Java, Docker, React, Python",0,0,Yes,Not Placed
STU0359,22311A05359,Pratyusha Gupta,Female,CSE,E,7.21,6.78,1,FAIL,"Git, AWS, MongoDB, DSA",2,1,Yes,Placed
STU0360,22311A05360,Harika Das,Female,CSE,F,9.99,9.79,0,PASS,"React, Web Development, Git, MongoDB, Java, Node.js",6,2,Yes,Placed
STU0361,22311A6601,Kalyan Devi,Male,AIML,A,6.79,6.36,0,PASS,"OpenCV, SQL",1,1,Yes,Not Placed
STU0362,22311A6602,Nithish Pawar,Male,AIML,B,6.8,6.59,1,FAIL,"TensorFlow, AWS, Scikit-learn, NLP",1,0,Yes,Not Placed
STU0363,22311A6603,Priyanka Naidu,Female,AIML,C,9.48,9.54,0,PASS,"Scikit-learn, Deep Learning",5,1,Yes,Placed
STU0364,22311A6604,Qasim Bhargav,Male,AIML,A,8.52,8.71,0,PASS,"AWS, OpenCV, Python, SQL",6,3,Yes,Placed
STU0365,22311A6605,Vasudha Waghmare,Female,AIML,B,6.34,6.21,0,PASS,"Deep Learning, Data Analysis, Scikit-learn, Power BI, OpenCV, TensorFlow",0,1,Yes,Not Placed
STU0366,22311A6606,Radhika Saidulu,Female,AIML,C,7.82,7.74,0,PASS,"SQL, AWS, TensorFlow, Deep Learning",1,1,Yes,Placed
STU0367,22311A6607,Jhansi Nair,Female,AIML,A,5.98,6.08,0,PASS,"OpenCV, AWS, TensorFlow, NLP, Deep Learning",1,0,No,Not Placed
STU0368,22311A6608,Omkar Murthy,Male,AIML,B,5.89,6.5,0,PASS,"Python, Scikit-learn, Data Analysis, Machine Learning",0,1,No,Not Placed
STU0369,22311A6609,Kousalya Jagadeesh,Female,AIML,C,5.14,5.43,2,FAIL,"SQL, TensorFlow, Scikit-learn",1,1,No,Not Placed
STU0370,22311A6610,Vikram Patil,Male,AIML,A,6.46,6.64,0,PASS,"NLP, AWS, OpenCV, TensorFlow, Deep Learning, Data Analysis",1,0,Yes,Not Placed
STU0371,22311A6611,Mounika Jangam,Female,AIML,B,5.53,6.19,0,PASS,"Python, Machine Learning, Power BI, Data Analysis, Deep Learning",1,1,No,Not Placed
STU0372,22311A6612,Anand Waghmare,Male,AIML,C,9.53,10.0,0,PASS,"Data Analysis, Deep Learning, Machine Learning, Tableau, OpenCV",5,2,Yes,Placed
STU0373,22311A6613,Chandra Bose,Male,AIML,A,9.91,9.86,0,PASS,"NLP, Tableau, Scikit-learn, Python",2,2,Yes,Placed
STU0374,22311A6614,Shravya Kapoor,Female,AIML,B,7.36,7.47,0,PASS,"NLP, AWS",1,1,Yes,Not Placed
STU0375,22311A6615,Shiva Joshi,Male,AIML,C,7.22,6.71,0,PASS,"Power BI, OpenCV, Data Analysis, NLP, SQL, Machine Learning",1,1,Yes,Placed
STU0376,22311A6616,Goutham Krishnan,Male,AIML,A,9.18,9.92,0,PASS,"Data Analysis, Machine Learning",6,2,Yes,Placed
STU0377,22311A6617,Sreshta Varma,Female,AIML,B,9.64,9.04,0,PASS,"Scikit-learn, Deep Learning, Tableau",6,2,Yes,Placed
STU0378,22311A6618,Vamshi Bansal,Male,AIML,C,7.36,8.04,0,PASS,"OpenCV, NLP, Machine Learning, Python, Power BI",2,2,Yes,Placed
